student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level,ID,Name,Department,Year
S1127,21.0,Female,Business,2.18,4.0,70.1,0.85,Graduated,18.0,43.0,0.64,15.0,0.92,High,,,,
S1128,19.0,Female,Computer Science,2.57,4.0,92.1,0.78,Active,29.0,53.0,0.74,0.0,0.7,Medium,,,,
S1129,23.0,Other,Business,2.84,4.0,92.7,0.68,Graduated,33.0,31.0,0.89,2.0,0.78,High,,,,
S1130,19.0,Other,Engineering,2.59,4.0,99.2,0.8,Leave,13.0,40.0,0.9,10.0,0.61,Medium,,,,
S1131,19.0,Male,Arts,2.66,4.0,80.1,0.81,Active,21.0,16.0,0.82,15.0,0.81,Medium,,,,
S1132,19.0,Male,Business,2.59,5.0,78.2,0.92,Graduated,16.0,30.0,0.73,17.0,0.51,Medium,,,,
S1133,23.0,Other,Arts,2.08,5.0,90.1,0.89,Leave,14.0,25.0,0.79,14.0,0.74,High,,,,
S1134,24.0,Other,Business,3.27,4.0,65.3,0.87,Leave,31.0,29.0,0.69,8.0,0.82,Low,,,,
S1135,20.0,Other,Computer Science,3.19,5.0,81.9,0.65,Active,12.0,52.0,0.56,11.0,0.96,High,,,,
S1136,20.0,Other,Computer Science,3.31,5.0,81.8,0.89,Graduated,20.0,53.0,0.69,17.0,0.69,Low,,,,
S1137,24.0,Male,Business,2.38,4.0,63.6,0.8,Active,39.0,56.0,0.77,4.0,0.88,High,,,,
S1138,19.0,Other,Arts,2.59,6.0,76.7,0.96,Active,32.0,28.0,0.8,7.0,0.8,Medium,,,,
S1139,21.0,Male,Engineering,3.24,5.0,94.1,0.97,Graduated,26.0,57.0,0.97,2.0,0.96,Low,,,,
S1140,18.0,Other,Engineering,3.2,6.0,94.2,0.62,Graduated,34.0,88.0,0.89,1.0,0.7,High,,,,
S1141,23.0,Other,Computer Science,3.01,5.0,64.0,0.93,Graduated,15.0,78.0,0.58,18.0,0.66,Low,,,,
S1142,18.0,Other,Engineering,2.7,5.0,63.6,0.62,Leave,27.0,20.0,0.59,7.0,0.94,High,,,,
S1143,25.0,Male,Computer Science,3.83,4.0,70.5,0.75,Leave,33.0,88.0,0.55,1.0,0.52,Medium,,,,
S1144,24.0,Male,Engineering,2.68,5.0,95.0,0.82,Graduated,0.0,38.0,0.87,18.0,0.57,Medium,,,,
S1145,21.0,Female,Business,2.91,3.0,65.2,0.66,Leave,30.0,54.0,0.85,0.0,0.54,High,,,,
S1146,23.0,Other,Computer Science,3.36,3.0,88.8,0.9,Active,35.0,77.0,0.99,12.0,0.92,Low,,,,
S1147,24.0,Female,Computer Science,3.09,4.0,64.0,0.6,Graduated,32.0,45.0,0.76,19.0,0.51,High,,,,
S1148,19.0,Female,Business,2.69,6.0,84.9,0.67,Active,32.0,57.0,0.91,16.0,0.93,High,,,,
S1149,20.0,Male,Computer Science,2.87,6.0,74.2,0.83,Graduated,38.0,24.0,0.79,2.0,0.73,Medium,,,,
S1150,18.0,Male,Engineering,3.59,6.0,91.6,0.89,Active,17.0,53.0,0.94,8.0,0.5,Low,,,,
S1151,22.0,Female,Engineering,2.56,3.0,69.3,0.97,Graduated,22.0,76.0,0.86,4.0,0.7,Medium,,,,
S1152,22.0,Other,Computer Science,2.28,6.0,85.6,0.88,Active,22.0,83.0,0.82,5.0,0.59,High,,,,
S1153,21.0,Male,Engineering,2.63,6.0,69.4,0.87,Graduated,14.0,49.0,0.78,3.0,0.81,Medium,,,,
S1154,19.0,Other,Arts,3.7,4.0,88.5,0.76,Graduated,25.0,23.0,0.86,16.0,0.84,Medium,,,,
S1155,25.0,Other,Computer Science,2.18,6.0,94.9,0.6,Leave,29.0,72.0,0.71,15.0,0.74,High,,,,
S1156,18.0,Female,Business,3.98,3.0,65.1,0.65,Active,24.0,60.0,0.55,15.0,0.52,High,,,,
S1157,19.0,Female,Arts,3.08,3.0,94.7,0.81,Leave,15.0,88.0,0.52,10.0,0.83,Medium,,,,
S1158,18.0,Female,Computer Science,3.97,3.0,83.7,0.87,Active,38.0,67.0,0.74,1.0,0.92,Low,,,,
S1159,21.0,Female,Business,3.88,4.0,65.1,0.77,Leave,13.0,24.0,0.8,16.0,0.86,Medium,,,,
S1160,21.0,Male,Engineering,2.91,4.0,77.1,0.89,Graduated,16.0,74.0,0.54,14.0,0.91,Medium,,,,
S1161,25.0,Male,Business,2.4,5.0,66.4,0.81,Leave,11.0,64.0,0.64,17.0,0.6,High,,,,
S1162,22.0,Female,Arts,2.33,6.0,88.0,0.63,Leave,28.0,85.0,0.66,9.0,0.94,High,,,,
S1163,19.0,Male,Engineering,2.48,4.0,90.4,0.68,Graduated,31.0,19.0,0.78,5.0,0.66,High,,,,
S1164,23.0,Female,Computer Science,3.42,3.0,64.2,0.94,Leave,23.0,51.0,0.64,15.0,0.51,Low,,,,
S1165,22.0,Other,Engineering,2.55,3.0,80.2,0.89,Graduated,12.0,20.0,0.55,4.0,0.92,Medium,,,,
S1166,19.0,Other,Computer Science,2.68,4.0,92.6,0.96,Active,19.0,25.0,0.58,11.0,0.97,Medium,,,,
S1167,22.0,Other,Computer Science,2.9,4.0,97.4,0.65,Leave,14.0,82.0,0.59,5.0,0.83,High,,,,
S1168,23.0,Female,Business,3.83,4.0,80.5,1.0,Graduated,3.0,87.0,0.92,13.0,0.62,Low,,,,
S1169,20.0,Other,Business,2.38,5.0,98.0,0.68,Graduated,33.0,28.0,0.64,15.0,0.63,High,,,,
S1170,20.0,Male,Business,2.01,3.0,81.4,0.6,Leave,27.0,40.0,0.86,6.0,0.73,High,,,,
S1171,25.0,Other,Arts,2.12,5.0,75.8,1.0,Active,1.0,82.0,0.78,1.0,0.95,High,,,,
S1172,20.0,Other,Arts,3.81,5.0,93.9,0.71,Leave,29.0,62.0,0.99,5.0,0.57,High,,,,
S1173,20.0,Other,Business,3.3,6.0,79.7,0.87,Graduated,25.0,17.0,0.64,8.0,0.91,Low,,,,
S1174,24.0,Male,Arts,2.55,3.0,78.9,0.67,Active,25.0,33.0,0.58,6.0,0.65,High,,,,
S1175,18.0,Female,Engineering,2.35,3.0,79.6,0.83,Leave,19.0,17.0,0.53,1.0,0.9,High,,,,
S1176,24.0,Male,Engineering,2.59,4.0,93.9,0.96,Graduated,27.0,57.0,0.62,18.0,0.96,Medium,,,,
S1177,24.0,Female,Arts,2.23,4.0,93.3,0.73,Leave,19.0,39.0,0.84,7.0,0.71,High,,,,
S1178,25.0,Female,Arts,3.88,6.0,76.1,0.87,Active,10.0,67.0,0.54,10.0,0.68,Low,,,,
S1179,24.0,Other,Engineering,3.57,5.0,73.3,0.68,Active,9.0,64.0,0.62,3.0,0.9,High,,,,
S1180,20.0,Female,Computer Science,2.92,4.0,79.7,0.85,Active,22.0,82.0,0.93,15.0,0.76,Medium,,,,
S1181,23.0,Male,Engineering,3.73,4.0,82.9,0.73,Active,36.0,71.0,0.79,17.0,0.84,High,,,,
S1182,25.0,Male,Engineering,2.5,3.0,69.5,0.68,Active,18.0,57.0,0.53,12.0,0.81,High,,,,
S1183,25.0,Female,Arts,3.43,3.0,91.8,0.73,Leave,17.0,13.0,0.52,4.0,0.58,High,,,,
S1184,21.0,Other,Engineering,3.71,4.0,79.5,0.67,Active,26.0,46.0,0.53,1.0,0.92,High,,,,
S1185,25.0,Other,Arts,2.71,3.0,73.4,0.96,Active,5.0,17.0,0.97,10.0,0.6,Medium,,,,
S1186,21.0,Male,Arts,3.51,6.0,64.3,0.76,Graduated,9.0,10.0,0.92,0.0,0.97,Medium,,,,
S1187,25.0,Other,Business,2.59,4.0,69.6,0.7,Active,1.0,79.0,0.92,12.0,0.63,High,,,,
S1188,18.0,Female,Engineering,2.6,3.0,98.0,0.78,Graduated,23.0,56.0,0.96,4.0,0.87,Medium,,,,
S1189,20.0,Female,Computer Science,2.21,6.0,72.2,0.73,Graduated,37.0,84.0,0.75,17.0,0.64,High,,,,
S1190,25.0,Male,Business,2.88,3.0,66.8,0.9,Graduated,27.0,14.0,0.62,13.0,0.66,Medium,,,,
S1191,20.0,Female,Arts,3.46,3.0,78.4,0.99,Leave,27.0,59.0,0.7,12.0,0.66,Low,,,,
S1192,20.0,Male,Arts,3.88,3.0,72.3,0.78,Leave,38.0,33.0,0.86,6.0,0.87,Medium,,,,
S1193,22.0,Female,Computer Science,3.21,4.0,61.4,0.94,Graduated,1.0,56.0,0.94,7.0,0.78,Low,,,,
S1194,25.0,Male,Arts,3.73,5.0,72.9,0.83,Leave,4.0,27.0,0.72,17.0,0.94,Medium,,,,
S1195,19.0,Other,Engineering,3.64,3.0,81.8,0.66,Active,10.0,37.0,0.77,6.0,0.65,High,,,,
S1196,22.0,Female,Business,2.35,6.0,82.1,0.88,Leave,9.0,86.0,0.97,19.0,0.85,High,,,,
S1197,19.0,Female,Arts,2.97,4.0,74.3,0.81,Active,1.0,14.0,0.55,16.0,0.88,Medium,,,,
S1198,20.0,Male,Arts,2.23,4.0,77.9,0.86,Active,14.0,39.0,0.93,15.0,0.58,High,,,,
S1199,20.0,Male,Computer Science,3.36,6.0,98.6,0.96,Leave,38.0,10.0,0.58,10.0,0.7,Low,,,,
S1200,22.0,Female,Engineering,3.9,3.0,75.1,0.78,Leave,36.0,55.0,0.74,18.0,0.74,Medium,,,,
S1201,22.0,Male,Arts,2.27,5.0,70.3,0.96,Graduated,6.0,78.0,0.61,0.0,0.68,High,,,,
S1202,19.0,Female,Computer Science,3.47,3.0,69.7,0.9,Leave,19.0,40.0,0.8,7.0,0.66,Low,,,,
S1203,21.0,Other,Arts,3.26,6.0,78.3,0.8,Leave,33.0,79.0,0.78,0.0,0.84,Medium,,,,
S1204,19.0,Male,Computer Science,3.17,4.0,90.4,0.84,Leave,34.0,65.0,0.69,8.0,0.61,Medium,,,,
S1205,22.0,Female,Computer Science,2.78,5.0,68.2,0.73,Active,33.0,37.0,0.93,18.0,0.85,High,,,,
S1206,23.0,Other,Engineering,2.71,4.0,88.4,0.99,Active,21.0,25.0,0.83,8.0,0.97,Medium,,,,
S1207,22.0,Other,Arts,2.09,6.0,60.8,0.87,Active,30.0,63.0,0.86,9.0,0.78,High,,,,
S1208,23.0,Female,Engineering,2.44,3.0,76.8,0.62,Graduated,22.0,62.0,0.58,10.0,0.81,High,,,,
S1209,18.0,Male,Computer Science,2.03,5.0,91.0,0.73,Graduated,18.0,21.0,0.94,0.0,0.53,High,,,,
S1210,22.0,Female,Business,3.16,4.0,73.5,0.85,Graduated,3.0,29.0,0.58,19.0,0.93,Low,,,,
S1211,18.0,Other,Arts,2.21,4.0,82.5,0.62,Active,23.0,43.0,0.61,7.0,0.64,High,,,,
S1212,21.0,Female,Business,3.75,4.0,68.2,0.61,Leave,19.0,62.0,0.56,19.0,0.81,High,,,,
S1213,19.0,Male,Arts,3.05,3.0,89.7,0.78,Graduated,38.0,73.0,0.72,11.0,0.99,Medium,,,,
S1214,23.0,Other,Engineering,3.4,5.0,62.1,0.73,Graduated,27.0,32.0,0.94,0.0,0.8,High,,,,
S1215,19.0,Female,Engineering,2.82,3.0,94.1,0.78,Active,38.0,36.0,0.63,9.0,0.86,Medium,,,,
S1216,18.0,Male,Engineering,3.12,3.0,67.9,0.71,Graduated,16.0,26.0,0.69,3.0,0.72,High,,,,
S1217,23.0,Other,Engineering,3.89,3.0,95.0,0.67,Leave,18.0,57.0,0.92,14.0,0.53,High,,,,
S1218,19.0,Male,Engineering,2.17,6.0,74.1,0.88,Active,34.0,30.0,0.81,18.0,0.9,High,,,,
S1219,22.0,Other,Business,2.51,6.0,88.9,0.81,Active,31.0,59.0,0.88,5.0,0.52,Medium,,,,
S1220,20.0,Female,Engineering,3.56,6.0,72.8,0.68,Leave,38.0,49.0,0.61,4.0,0.85,High,,,,
S1221,18.0,Male,Computer Science,2.2,5.0,96.2,0.73,Leave,34.0,12.0,0.86,4.0,0.51,High,,,,
S1222,19.0,Other,Computer Science,2.15,3.0,65.1,0.84,Leave,29.0,26.0,0.61,17.0,0.93,High,,,,
S1223,18.0,Male,Business,2.72,3.0,67.1,0.63,Graduated,16.0,70.0,0.99,2.0,0.58,High,,,,
S1224,24.0,Male,Arts,2.18,6.0,79.7,0.66,Leave,28.0,59.0,0.78,1.0,0.76,High,,,,
S1225,18.0,Female,Computer Science,3.17,3.0,63.3,0.63,Active,5.0,15.0,0.85,3.0,0.8,High,,,,
S1226,23.0,Male,Arts,2.45,3.0,67.8,0.92,Leave,16.0,37.0,0.56,17.0,0.73,High,,,,
S1227,24.0,Other,Business,3.79,4.0,97.8,0.9,Active,16.0,81.0,0.63,8.0,0.67,Low,,,,
S1228,25.0,Other,Arts,3.57,3.0,99.1,0.9,Active,13.0,64.0,0.57,18.0,0.73,Low,,,,
S1229,23.0,Other,Arts,3.4,4.0,75.1,0.89,Graduated,23.0,67.0,0.7,9.0,0.66,Low,,,,
S1230,20.0,Other,Arts,3.23,3.0,96.9,0.87,Leave,36.0,54.0,0.64,14.0,0.72,Low,,,,
S1231,24.0,Female,Arts,3.73,5.0,81.8,0.79,Graduated,39.0,81.0,0.87,0.0,0.68,Medium,,,,
S1232,25.0,Male,Business,2.45,6.0,70.8,0.86,Leave,38.0,28.0,0.55,10.0,0.78,High,,,,
S1233,22.0,Female,Computer Science,3.75,4.0,88.1,0.62,Leave,31.0,38.0,0.88,13.0,0.62,High,,,,
S1234,18.0,Male,Engineering,3.58,6.0,86.4,0.85,Leave,35.0,32.0,0.52,9.0,0.99,Low,,,,
S1235,19.0,Male,Arts,3.5,4.0,99.6,0.91,Leave,36.0,41.0,0.6,18.0,0.75,Low,,,,
S1236,21.0,Male,Computer Science,3.12,4.0,70.6,0.8,Leave,13.0,19.0,0.9,15.0,0.6,Medium,,,,
S1237,18.0,Female,Computer Science,2.49,4.0,86.9,0.74,Active,26.0,58.0,0.87,7.0,0.74,High,,,,
S1238,25.0,Male,Business,2.85,5.0,62.1,0.71,Active,18.0,74.0,0.74,1.0,0.93,High,,,,
S1239,18.0,Female,Computer Science,3.59,3.0,64.5,0.86,Leave,30.0,38.0,0.52,6.0,0.51,Low,,,,
S1240,20.0,Other,Business,2.06,4.0,60.2,0.88,Active,8.0,68.0,0.8,18.0,0.84,High,,,,
S1241,22.0,Other,Arts,3.56,5.0,100.0,0.95,Graduated,37.0,54.0,0.7,6.0,0.77,Low,,,,
S1242,21.0,Male,Arts,2.48,4.0,92.1,0.74,Graduated,16.0,76.0,0.66,14.0,0.58,High,,,,
S1243,24.0,Female,Engineering,2.29,3.0,91.5,0.91,Graduated,18.0,60.0,0.82,7.0,0.91,High,,,,
S1244,24.0,Other,Engineering,2.23,4.0,80.4,0.82,Leave,3.0,20.0,0.72,13.0,0.68,High,,,,
S1245,24.0,Female,Engineering,2.05,5.0,72.0,0.95,Leave,10.0,15.0,0.55,0.0,0.65,High,,,,
S1246,25.0,Female,Computer Science,3.05,3.0,66.1,0.81,Active,21.0,76.0,0.96,12.0,0.91,Medium,,,,
S1247,23.0,Male,Arts,2.44,5.0,71.4,0.81,Active,3.0,71.0,0.89,2.0,0.82,High,,,,
S1248,23.0,Other,Business,3.98,3.0,75.0,0.83,Active,16.0,14.0,0.53,5.0,0.95,Medium,,,,
S1249,19.0,Male,Engineering,3.15,3.0,90.3,0.9,Graduated,7.0,18.0,0.76,18.0,0.81,Low,,,,
S1250,21.0,Male,Business,2.28,6.0,81.6,0.99,Graduated,33.0,37.0,0.54,14.0,0.87,High,,,,
S1251,24.0,Other,Business,3.38,6.0,63.1,0.63,Graduated,10.0,86.0,0.92,3.0,0.92,High,,,,
S1252,23.0,Other,Engineering,3.8,6.0,60.7,0.62,Graduated,30.0,47.0,0.81,2.0,0.53,High,,,,
S1253,25.0,Female,Arts,3.49,3.0,64.1,0.98,Active,10.0,52.0,0.59,3.0,0.89,Low,,,,
S1254,19.0,Other,Engineering,2.15,4.0,76.4,0.81,Leave,37.0,30.0,0.51,4.0,0.81,High,,,,
S1255,22.0,Female,Business,3.79,5.0,97.3,0.85,Leave,20.0,71.0,0.52,17.0,0.53,Low,,,,
S1256,19.0,Female,Engineering,3.59,5.0,85.5,0.79,Graduated,29.0,55.0,0.75,9.0,0.75,Medium,,,,
S1257,23.0,Female,Business,2.32,5.0,92.1,0.64,Leave,9.0,79.0,0.87,7.0,0.54,High,,,,
S1258,20.0,Other,Business,2.1,6.0,78.7,0.91,Leave,25.0,47.0,0.56,11.0,0.87,High,,,,
S1259,25.0,Male,Engineering,3.11,3.0,74.5,0.9,Leave,26.0,58.0,0.61,2.0,0.77,Low,,,,
S1260,20.0,Female,Computer Science,2.31,6.0,64.3,0.72,Graduated,7.0,84.0,0.66,17.0,0.98,High,,,,
S1261,24.0,Male,Engineering,3.67,4.0,95.0,0.72,Active,38.0,48.0,0.61,7.0,0.59,High,,,,
S1262,20.0,Male,Computer Science,2.72,3.0,91.3,0.94,Active,7.0,80.0,0.7,0.0,0.8,Medium,,,,
S1263,24.0,Other,Business,3.83,5.0,66.7,0.63,Leave,7.0,39.0,0.78,13.0,0.61,High,,,,
S1264,24.0,Male,Business,3.13,6.0,80.5,0.95,Active,33.0,30.0,0.84,12.0,0.81,Low,,,,
S1265,23.0,Male,Computer Science,2.37,6.0,79.5,0.7,Active,15.0,10.0,0.98,11.0,0.86,High,,,,
S1266,20.0,Other,Business,2.28,4.0,85.0,0.84,Graduated,12.0,41.0,0.97,2.0,0.86,High,,,,
S1267,24.0,Female,Computer Science,3.15,4.0,97.8,0.97,Graduated,22.0,17.0,0.79,17.0,0.91,Low,,,,
S1268,21.0,Male,Computer Science,3.52,6.0,83.2,0.87,Leave,11.0,78.0,0.87,12.0,0.93,Low,,,,
S1269,22.0,Other,Business,3.56,4.0,81.6,0.77,Leave,26.0,39.0,0.98,14.0,0.54,Medium,,,,
S1270,19.0,Male,Arts,2.55,5.0,62.0,0.88,Leave,21.0,17.0,0.54,9.0,0.67,Medium,,,,
S1271,19.0,Male,Computer Science,2.41,4.0,62.5,0.74,Graduated,31.0,28.0,0.5,0.0,0.84,High,,,,
S1272,23.0,Female,Engineering,2.03,4.0,67.5,0.71,Active,26.0,68.0,0.51,5.0,0.75,High,,,,
S1273,20.0,Male,Engineering,3.36,6.0,61.3,1.0,Graduated,1.0,64.0,0.78,8.0,0.6,Low,,,,
S1274,20.0,Other,Business,2.15,6.0,89.7,0.9,Graduated,32.0,39.0,0.88,9.0,0.78,High,,,,
S1275,24.0,Male,Arts,2.84,3.0,88.9,0.86,Active,25.0,88.0,0.68,14.0,0.7,Medium,,,,
S1276,25.0,Female,Business,3.2,3.0,65.4,0.74,Active,27.0,45.0,0.77,8.0,0.7,High,,,,
S1277,18.0,Female,Arts,3.87,6.0,93.4,0.62,Leave,18.0,64.0,0.76,13.0,0.9,High,,,,
S1278,24.0,Other,Computer Science,2.62,4.0,66.2,0.61,Active,4.0,53.0,0.55,10.0,0.7,High,,,,
S1279,22.0,Female,Computer Science,2.5,4.0,72.0,0.82,Active,32.0,36.0,0.66,6.0,0.51,Medium,,,,
S1280,21.0,Male,Computer Science,3.31,3.0,70.0,0.9,Active,19.0,86.0,0.51,1.0,0.53,Low,,,,
S1281,19.0,Female,Computer Science,3.24,3.0,74.9,0.81,Active,29.0,87.0,0.56,13.0,0.93,Medium,,,,
S1282,24.0,Other,Engineering,2.66,3.0,70.2,0.94,Leave,7.0,63.0,0.91,5.0,0.98,Medium,,,,
S1283,18.0,Female,Engineering,3.86,5.0,79.6,0.61,Leave,37.0,57.0,0.91,4.0,0.84,High,,,,
S1284,18.0,Female,Business,3.69,5.0,76.3,0.75,Active,16.0,39.0,0.9,4.0,0.68,Medium,,,,
S1285,24.0,Female,Arts,2.45,3.0,99.5,0.69,Active,0.0,48.0,0.86,18.0,0.97,High,,,,
S1286,23.0,Other,Computer Science,2.48,4.0,62.2,0.78,Leave,2.0,22.0,0.9,18.0,0.83,High,,,,
S1287,19.0,Female,Computer Science,3.02,3.0,65.7,0.63,Leave,25.0,25.0,0.84,5.0,0.92,High,,,,
S1288,23.0,Female,Arts,3.55,5.0,62.1,0.98,Active,30.0,53.0,0.83,9.0,0.88,Low,,,,
S1289,21.0,Male,Arts,2.09,4.0,85.0,0.69,Graduated,7.0,80.0,0.83,13.0,0.69,High,,,,
S1290,18.0,Other,Business,3.39,5.0,62.2,0.97,Leave,7.0,36.0,0.76,16.0,0.74,Low,,,,
S1291,18.0,Female,Arts,3.3,4.0,93.5,0.77,Leave,34.0,54.0,0.68,2.0,0.59,Medium,,,,
S1292,22.0,Other,Computer Science,2.46,5.0,80.5,0.99,Leave,38.0,44.0,0.87,0.0,0.65,High,,,,
S1293,21.0,Female,Computer Science,3.36,4.0,81.1,0.82,Active,27.0,88.0,0.65,9.0,0.89,Medium,,,,
S1294,18.0,Female,Computer Science,3.88,4.0,82.5,0.97,Active,3.0,37.0,0.77,2.0,0.95,Low,,,,
S1295,21.0,Female,Computer Science,2.09,4.0,66.8,0.6,Leave,15.0,16.0,0.72,4.0,0.86,High,,,,
S1296,19.0,Male,Computer Science,2.64,4.0,67.9,0.9,Active,12.0,71.0,0.64,18.0,0.73,Medium,,,,
S1297,20.0,Male,Business,2.88,6.0,72.8,0.96,Active,19.0,60.0,0.99,9.0,0.54,Medium,,,,
S1298,18.0,Male,Computer Science,3.8,5.0,83.7,0.66,Leave,4.0,55.0,0.63,15.0,0.53,High,,,,
S1299,22.0,Other,Business,3.92,5.0,68.4,0.64,Active,36.0,29.0,0.65,0.0,0.69,High,,,,
S1300,19.0,Other,Computer Science,2.89,6.0,64.7,0.77,Graduated,19.0,47.0,0.58,5.0,0.73,Medium,,,,
S1301,24.0,Male,Engineering,3.5,4.0,98.8,0.97,Active,23.0,70.0,0.91,8.0,0.8,Low,,,,
S1302,21.0,Other,Engineering,3.06,4.0,60.9,0.82,Active,35.0,41.0,0.79,4.0,0.5,Medium,,,,
S1303,24.0,Female,Engineering,3.08,5.0,92.1,0.81,Leave,33.0,35.0,0.81,13.0,0.99,Medium,,,,
S1304,23.0,Female,Engineering,2.56,6.0,91.5,0.66,Leave,33.0,67.0,0.91,9.0,0.68,High,,,,
S1305,19.0,Female,Business,2.43,4.0,71.9,0.6,Graduated,18.0,48.0,0.67,1.0,0.92,High,,,,
S1306,24.0,Male,Business,2.58,4.0,65.4,0.92,Active,16.0,29.0,0.6,4.0,0.77,Medium,,,,
S1307,25.0,Other,Arts,3.11,4.0,65.8,0.64,Graduated,4.0,59.0,0.6,0.0,0.57,High,,,,
S1308,25.0,Male,Computer Science,2.06,3.0,87.9,0.85,Graduated,24.0,88.0,0.87,9.0,0.9,High,,,,
S1309,18.0,Other,Engineering,3.81,6.0,85.7,0.97,Leave,17.0,61.0,0.81,8.0,0.85,Low,,,,
S1310,21.0,Female,Business,2.31,4.0,91.3,0.68,Active,7.0,31.0,0.6,2.0,0.76,High,,,,
S1311,20.0,Male,Computer Science,2.44,3.0,97.5,0.87,Leave,26.0,62.0,0.57,14.0,0.76,High,,,,
S1312,19.0,Other,Computer Science,3.04,6.0,87.7,0.63,Graduated,14.0,75.0,0.56,3.0,0.54,High,,,,
S1313,18.0,Other,Business,3.42,4.0,66.2,0.84,Graduated,12.0,52.0,0.81,12.0,0.83,Medium,,,,
S1314,22.0,Female,Engineering,2.19,5.0,69.7,0.67,Leave,15.0,32.0,0.5,5.0,0.96,High,,,,
S1315,23.0,Male,Arts,2.64,3.0,93.7,0.89,Leave,21.0,86.0,0.51,19.0,0.55,Medium,,,,
S1316,21.0,Male,Computer Science,3.94,3.0,68.4,0.72,Leave,19.0,73.0,0.69,16.0,0.63,High,,,,
S1317,19.0,Male,Arts,2.52,4.0,62.9,0.79,Leave,12.0,18.0,0.85,4.0,0.95,Medium,,,,
S1318,25.0,Female,Engineering,2.63,4.0,88.1,0.84,Leave,19.0,16.0,0.85,14.0,0.64,Medium,,,,
S1319,19.0,Male,Engineering,3.67,3.0,76.1,0.67,Graduated,1.0,50.0,0.72,7.0,0.83,High,,,,
S1320,20.0,Female,Arts,2.1,5.0,96.8,0.9,Leave,34.0,63.0,0.85,4.0,0.77,High,,,,
S1321,25.0,Female,Engineering,2.93,5.0,86.0,0.72,Active,18.0,74.0,0.76,12.0,0.8,High,,,,
S1322,20.0,Female,Computer Science,2.76,6.0,63.6,0.86,Graduated,36.0,11.0,0.99,0.0,0.71,Medium,,,,
S1323,22.0,Other,Arts,2.63,4.0,97.9,0.66,Graduated,5.0,13.0,0.58,0.0,0.65,High,,,,
S1324,23.0,Male,Engineering,2.57,5.0,70.3,0.88,Active,13.0,87.0,0.8,6.0,0.52,Medium,,,,
S1325,22.0,Male,Arts,2.18,6.0,73.5,0.65,Active,3.0,41.0,0.75,4.0,0.87,High,,,,
S1326,18.0,Female,Computer Science,2.63,5.0,76.1,0.77,Graduated,21.0,11.0,0.6,13.0,0.87,Medium,,,,
S1327,18.0,Female,Engineering,2.09,4.0,62.0,0.7,Leave,38.0,73.0,0.87,14.0,0.84,High,,,,
S1328,22.0,Male,Computer Science,3.56,6.0,79.9,0.9,Graduated,35.0,23.0,0.64,16.0,0.82,Low,,,,
S1329,23.0,Female,Engineering,2.8,6.0,64.9,0.7,Graduated,33.0,29.0,0.69,17.0,0.62,High,,,,
S1330,22.0,Male,Business,2.89,6.0,76.0,0.95,Active,26.0,58.0,0.69,6.0,0.51,Medium,,,,
S1331,23.0,Other,Engineering,3.79,5.0,74.0,0.96,Graduated,6.0,17.0,0.62,17.0,0.9,Low,,,,
S1332,23.0,Female,Arts,3.32,4.0,90.9,0.68,Leave,2.0,72.0,0.72,18.0,0.75,High,,,,
S1333,24.0,Male,Engineering,2.02,6.0,92.1,0.85,Active,32.0,55.0,0.74,19.0,0.65,High,,,,
S1334,25.0,Female,Computer Science,3.89,3.0,66.1,0.64,Graduated,1.0,30.0,0.87,6.0,0.55,High,,,,
S1335,21.0,Male,Computer Science,2.47,4.0,74.7,0.76,Graduated,15.0,41.0,0.88,7.0,0.53,High,,,,
S1336,23.0,Male,Engineering,2.22,3.0,74.9,0.89,Leave,24.0,17.0,0.58,12.0,0.67,High,,,,
S1337,20.0,Female,Arts,3.54,3.0,66.1,0.86,Graduated,14.0,25.0,0.8,17.0,0.9,Low,,,,
S1338,23.0,Other,Business,3.0,6.0,91.9,0.85,Graduated,23.0,49.0,0.95,10.0,0.96,Low,,,,
S1339,23.0,Male,Arts,2.87,6.0,88.3,0.71,Graduated,14.0,36.0,0.55,8.0,0.95,High,,,,
S1340,23.0,Male,Business,2.5,5.0,67.6,0.75,Graduated,30.0,27.0,0.74,0.0,0.96,Medium,,,,
S1341,24.0,Male,Computer Science,3.09,5.0,74.7,0.64,Leave,13.0,44.0,0.88,7.0,0.95,High,,,,
S1342,25.0,Other,Arts,2.55,5.0,64.2,0.89,Graduated,13.0,61.0,0.81,11.0,0.76,Medium,,,,
S1343,24.0,Other,Business,3.8,4.0,85.1,0.8,Graduated,5.0,24.0,0.55,1.0,0.61,Medium,,,,
S1344,18.0,Female,Engineering,2.43,5.0,64.9,0.88,Graduated,13.0,72.0,0.7,14.0,0.9,High,,,,
S1345,24.0,Other,Computer Science,3.77,3.0,99.4,0.7,Active,16.0,62.0,0.75,17.0,0.61,High,,,,
S1346,20.0,Female,Engineering,3.12,5.0,91.2,0.73,Leave,17.0,75.0,1.0,16.0,0.63,High,,,,
S1347,20.0,Female,Computer Science,3.66,6.0,75.6,0.73,Active,19.0,40.0,0.59,14.0,0.62,High,,,,
S1348,24.0,Other,Arts,3.43,5.0,83.1,0.61,Active,16.0,70.0,0.99,19.0,0.76,High,,,,
